year,geo,value
1990,USA,10.252813
1992,USA,12.660255
1994,USA,12.305945
1996,USA,13.981381
1998,USA,11.408104
2000,USA,14.30642
2002,USA,12.583225
2004,USA,18.910631
2006,USA,15.7291
2008,USA,26.743856
2010,USA,25.088644
2012,USA,41.078072
2014,USA,33.598196
2016,USA,33.214348
2018,USA,29.728695
2020,USA,40.127768
