year,geo,value
2014,WLD,1095.4456817701998
2015,WLD,863.4013229006641
2016,WLD,842.6881397075251
2017,WLD,858.732786025676
2018,WLD,971.1660169591338
2019,WLD,850.3181750344945
2020,WLD,693.8508177471546
