year,geo,value
2013,WLD,34.801941419590904
2014,WLD,35.4724202830817
2015,WLD,40.9109493942531
2016,WLD,33.6601966970922
2017,WLD,49.268900396896
2018,WLD,35.274899602756804
2019,WLD,31.1420883071795
2020,WLD,30.296012965019703
