year,geo,value
2005,WLD,33.6623297
2006,WLD,33.66233
2007,WLD,36.445701511
2008,WLD,37.043104188
2009,WLD,37.491466188000004
2010,WLD,37.501616775
2011,WLD,37.50820392
2012,WLD,42.62146392
2013,WLD,47.510924147
2014,WLD,48.954603199
2015,WLD,66.921827599
2016,WLD,67.178017695
2017,WLD,67.17802
2018,WLD,67.24770551499999
2019,WLD,67.24770551499999
2020,WLD,67.24770551499999
2021,WLD,67.24770551499999
